year,rating,primaryTitle,imdbid,isAdult,runtimeMinutes,genres,averageRating,numVotes,titleType,genres_labels
1927,0,The Kid Brother,0018051,0,82,"Comedy,Drama,Family",7.6,5101.0,movie,"['Comedy', 'Drama', 'Family']"
1927,0,Nevada,0018199,0,70,"Drama,Western",6.1,144.0,movie,"['Drama', 'Western']"
1927,3,My Best Girl,0018183,0,80,"Comedy,Romance",7.4,990.0,movie,"['Comedy', 'Romance']"
1927,1,Wings,0018578,0,144,"Action,Drama,Romance",7.5,15575.0,movie,"['Action', 'Drama', 'Romance']"
1927,1,The Jazz Singer,0018037,0,88,"Drama,Music,Musical",6.4,11591.0,movie,"['Drama', 'Music', 'Musical']"
1927,1,Downhill,0017825,0,110,"Adventure,Drama,Thriller",6.0,3340.0,movie,"['Adventure', 'Drama', 'Thriller']"
1927,3,The Cat and the Canary,0017739,0,108,"Comedy,Horror,Mystery",7.1,3641.0,movie,"['Comedy', 'Horror', 'Mystery']"
1928,0,The Passion of Joan of Arc,0019254,0,114,"Biography,Drama,History",8.1,65814.0,movie,"['Biography', 'Drama', 'History']"
1928,0,Speedy,0019412,0,85,"Action,Comedy,Family",7.6,4629.0,movie,"['Action', 'Comedy', 'Family']"
1928,0,The Circus,0018773,0,72,"Comedy,Family,Romance",8.1,37617.0,movie,"['Comedy', 'Family', 'Romance']"
1928,0,The Cameraman,0018742,0,76,"Comedy,Drama,Family",8.0,14016.0,movie,"['Comedy', 'Drama', 'Family']"
1928,0,"Steamboat Bill, Jr.",0019421,0,70,"Action,Comedy,Drama",7.8,17039.0,movie,"['Action', 'Comedy', 'Drama']"
1928,0,The Racket,0019304,0,84,"Crime,Drama,Film-Noir",6.6,1769.0,movie,"['Crime', 'Drama', 'Film-Noir']"
1928,0,Beggars of Life,0018684,0,84,"Adventure,Crime,Drama",7.4,1452.0,movie,"['Adventure', 'Crime', 'Drama']"
1928,1,The Power of the Press,0019290,0,62,Drama,6.4,366.0,movie,['Drama']
1928,0,A Girl in Every Port,0018937,0,78,"Action,Adventure,Comedy",6.6,919.0,movie,"['Action', 'Adventure', 'Comedy']"
1928,3,The Patsy,0019258,0,78,"Comedy,Drama,Romance",7.4,2875.0,movie,"['Comedy', 'Drama', 'Romance']"
1928,2,While the City Sleeps,0019571,0,66,"Action,Crime,Drama",6.5,282.0,movie,"['Action', 'Crime', 'Drama']"
1928,2,The Man Who Laughs,0019130,0,110,"Drama,Horror,Mystery",7.6,8788.0,movie,"['Drama', 'Horror', 'Mystery']"
1928,1,The Crowd,0018806,0,98,"Drama,Romance",8.0,9735.0,movie,"['Drama', 'Romance']"
1928,2,The Docks of New York,0018839,0,76,"Crime,Drama,Film-Noir",7.5,5340.0,movie,"['Crime', 'Drama', 'Film-Noir']"
1928,2,Our Dancing Daughters,0019237,0,85,Drama,6.7,2126.0,movie,['Drama']
1929,2,The Cocoanuts,0019777,0,96,"Comedy,Musical,Romance",6.8,8564.0,movie,"['Comedy', 'Musical', 'Romance']"
1929,0,Welcome Danger,0020572,0,113,Comedy,5.9,870.0,movie,['Comedy']
1929,3,Pandora's Box,0018737,0,109,"Crime,Drama,Romance",7.7,12554.0,movie,"['Crime', 'Drama', 'Romance']"
1929,0,Man with a Movie Camera,0019760,0,68,Documentary,8.3,29437.0,movie,['Documentary']
1929,2,Blackmail,0019702,0,85,"Crime,Drama,Mystery",6.9,12996.0,movie,"['Crime', 'Drama', 'Mystery']"
1929,0,A Throw of Dice,0020286,0,74,"Adventure,Drama,Romance",6.5,1085.0,movie,"['Adventure', 'Drama', 'Romance']"
1929,3,Juno and the Paycock,0021015,0,85,"Comedy,Drama",4.6,2698.0,movie,"['Comedy', 'Drama']"
1929,3,The Broadway Melody,0019729,0,100,"Drama,Musical,Romance",5.5,8651.0,movie,"['Drama', 'Musical', 'Romance']"
1930,1,The Blue Angel,0020697,0,104,"Drama,Music,Romance",7.6,17134.0,movie,"['Drama', 'Music', 'Romance']"
1930,0,All Quiet on the Western Front,0020629,0,152,"Drama,War",8.1,70407.0,movie,"['Drama', 'War']"
1930,3,Anna Christie,0020641,0,89,"Drama,Romance",6.5,3718.0,movie,"['Drama', 'Romance']"
1930,3,Ladies of Leisure,0021040,0,99,"Drama,Romance",6.6,1785.0,movie,"['Drama', 'Romance']"
1930,0,L'Age d'Or,0021577,0,63,"Comedy,Drama",7.2,15360.0,movie,"['Comedy', 'Drama']"
1930,1,Morocco,0021156,0,92,"Drama,Romance",7.0,8028.0,movie,"['Drama', 'Romance']"
1930,3,Min and Bill,0021148,0,69,"Comedy,Drama",6.7,1978.0,movie,"['Comedy', 'Drama']"
1930,2,Be Yourself!,0020670,0,65,"Comedy,Musical",5.7,244.0,movie,"['Comedy', 'Musical']"
1930,3,The Bat Whispers,0020668,0,84,"Crime,Drama,Horror",6.3,1363.0,movie,"['Crime', 'Drama', 'Horror']"
1930,3,Murder!,0021165,0,92,"Crime,Drama,Mystery",6.3,7510.0,movie,"['Crime', 'Drama', 'Mystery']"
1930,3,Animal Crackers,0020640,0,97,"Comedy,Family,Musical",7.4,15759.0,movie,"['Comedy', 'Family', 'Musical']"
1931,3,M,0022100,0,99,"Crime,Mystery,Thriller",8.3,178316.0,movie,"['Crime', 'Mystery', 'Thriller']"
1931,3,Mädchen in Uniform,0022183,0,87,"Drama,Romance",7.5,4113.0,movie,"['Drama', 'Romance']"
1931,3,Night Nurse,0022208,0,72,"Comedy,Crime,Drama",7.0,4898.0,movie,"['Comedy', 'Crime', 'Drama']"
1931,1,Frankenstein,0021884,0,70,"Drama,Horror,Sci-Fi",7.8,84096.0,movie,"['Drama', 'Horror', 'Sci-Fi']"
1931,3,Anna Christie,0020642,0,85,Drama,6.9,970.0,movie,['Drama']
1931,3,Mata Hari,0023196,0,89,"Crime,Drama,Romance",6.5,4121.0,movie,"['Crime', 'Drama', 'Romance']"
1931,0,Tabu: A Story of the South Seas,0022458,0,86,"Adventure,Drama,Romance",7.4,6719.0,movie,"['Adventure', 'Drama', 'Romance']"
1931,3,Indiscreet,0022000,0,92,"Comedy,Musical,Romance",6.2,1601.0,movie,"['Comedy', 'Musical', 'Romance']"
1931,0,The Last Flight,0022054,0,76,Drama,6.9,1428.0,movie,['Drama']
1931,0,Pardon Us,0022251,0,56,"Comedy,Crime,Drama",6.8,3007.0,movie,"['Comedy', 'Crime', 'Drama']"
1931,2,Dracula,0021814,0,75,"Drama,Fantasy,Horror",7.3,62469.0,movie,"['Drama', 'Fantasy', 'Horror']"
1931,1,Monkey Business,0022158,0,77,"Comedy,Family,Musical",7.4,14706.0,movie,"['Comedy', 'Family', 'Musical']"
1931,3,City Lights,0021749,0,87,"Comedy,Drama,Romance",8.5,208563.0,movie,"['Comedy', 'Drama', 'Romance']"
1931,2,The Smiling Lieutenant,0022074,0,93,"Comedy,Musical,Romance",7.1,4271.0,movie,"['Comedy', 'Musical', 'Romance']"
1931,3,The Cheat,0021735,0,74,"Drama,Romance",6.3,887.0,movie,"['Drama', 'Romance']"
1931,3,The Public Enemy,0022286,0,83,"Crime,Drama",7.6,24075.0,movie,"['Crime', 'Drama']"
1931,3,The Bitch,0021739,0,95,"Crime,Drama,Romance",7.5,5159.0,movie,"['Crime', 'Drama', 'Romance']"
1931,1,À Nous la Liberté,0022599,0,83,"Comedy,Musical",7.4,5160.0,movie,"['Comedy', 'Musical']"
1931,1,Little Caesar,0021079,0,79,"Action,Crime,Drama",7.2,15202.0,movie,"['Action', 'Crime', 'Drama']"
1931,3,The Skin Game,0022395,0,85,Drama,5.7,3830.0,movie,['Drama']
1931,2,East of Shanghai,0023395,0,83,"Comedy,Drama,Romance",5.7,5193.0,movie,"['Comedy', 'Drama', 'Romance']"
1931,3,Drácula,0021815,0,104,"Drama,Fantasy,Horror",7.0,5448.0,movie,"['Drama', 'Fantasy', 'Horror']"
1931,3,Cimarron,0021746,0,123,"Drama,Western",5.8,7410.0,movie,"['Drama', 'Western']"
1931,1,"Hyppolit, the Butler",0021985,0,72,Comedy,7.7,1830.0,movie,['Comedy']
1931,3,Skippy,0022397,0,85,"Comedy,Drama,Family",6.3,1113.0,movie,"['Comedy', 'Drama', 'Family']"
1931,1,The Champ,0021730,0,86,"Drama,Family,Sport",7.2,3842.0,movie,"['Drama', 'Family', 'Sport']"
1932,1,I Am a Fugitive from a Chain Gang,0023042,0,92,"Crime,Drama,Film-Noir",8.2,15170.0,movie,"['Crime', 'Drama', 'Film-Noir']"
1932,3,Grand Hotel,0022958,0,112,"Drama,Romance",7.3,21781.0,movie,"['Drama', 'Romance']"
1932,2,The Age of Consent,0022614,0,63,"Drama,Romance",6.0,472.0,movie,"['Drama', 'Romance']"
1932,1,Horse Feathers,0023027,0,68,"Comedy,Family,Musical",7.5,13843.0,movie,"['Comedy', 'Family', 'Musical']"
1932,0,White Zombie,0023694,0,69,Horror,6.2,12285.0,movie,['Horror']
1932,1,Boudu Saved from Drowning,0022718,0,85,Comedy,7.2,6517.0,movie,['Comedy']
1932,1,"I Was Born, But...",0023634,0,90,"Comedy,Drama",7.8,6556.0,movie,"['Comedy', 'Drama']"
1932,0,The Most Dangerous Game,0023238,0,63,"Action,Adventure,Horror",7.1,14874.0,movie,"['Action', 'Adventure', 'Horror']"
1932,2,Freaks,0022913,0,64,"Drama,Horror",7.8,53050.0,movie,"['Drama', 'Horror']"
1932,1,Island of Lost Souls,0024188,0,70,"Film-Noir,Horror,Sci-Fi",7.3,11801.0,movie,"['Film-Noir', 'Horror', 'Sci-Fi']"
1932,3,The Old Dark House,0023293,0,72,"Adventure,Comedy,Drama",7.0,14137.0,movie,"['Adventure', 'Comedy', 'Drama']"
1932,3,Merrily We Go to Hell,0023213,0,83,"Comedy,Drama,Romance",6.9,2217.0,movie,"['Comedy', 'Drama', 'Romance']"
1932,2,The Girl from Calgary,0022940,0,64,"Comedy,Musical",5.3,102.0,movie,"['Comedy', 'Musical']"
1932,3,Vampyr,0023649,0,75,"Fantasy,Horror",7.4,21890.0,movie,"['Fantasy', 'Horror']"
1932,3,Shanghai Express,0023458,0,82,"Adventure,Drama,Film-Noir",7.3,11322.0,movie,"['Adventure', 'Drama', 'Film-Noir']"
1932,3,Three on a Match,0023590,0,63,"Crime,Drama,Romance",7.1,4649.0,movie,"['Crime', 'Drama', 'Romance']"
1932,2,Love Me Tonight,0023158,0,104,"Comedy,Musical,Romance",7.5,4925.0,movie,"['Comedy', 'Musical', 'Romance']"
1932,1,Scarface,0023427,0,93,"Action,Crime,Drama",7.7,32152.0,movie,"['Action', 'Crime', 'Drama']"
1932,3,Red-Headed Woman,0023385,0,79,"Comedy,Drama,Romance",7.0,3834.0,movie,"['Comedy', 'Drama', 'Romance']"
1932,1,The Death Kiss,0023935,0,75,"Comedy,Crime,Drama",6.0,1607.0,movie,"['Comedy', 'Crime', 'Drama']"
1932,3,Thirteen Women,0023582,0,73,"Crime,Drama,Horror",6.2,2106.0,movie,"['Crime', 'Drama', 'Horror']"
1932,1,The Blue Light,0022694,0,85,"Drama,Fantasy,Mystery",6.8,1476.0,movie,"['Drama', 'Fantasy', 'Mystery']"
1932,0,Number 17,0023285,0,66,"Crime,Mystery,Thriller",5.7,5820.0,movie,"['Crime', 'Mystery', 'Thriller']"
1932,3,The Bitter Tea of General Yen,0023814,0,88,"Drama,Romance,War",6.9,4651.0,movie,"['Drama', 'Romance', 'War']"
1933,3,Footlight Parade,0024028,0,104,"Comedy,Musical,Romance",7.5,6422.0,movie,"['Comedy', 'Musical', 'Romance']"
1933,3,Queen Christina,0024481,0,99,"Biography,Drama,History",7.5,9028.0,movie,"['Biography', 'Drama', 'History']"
1933,1,The Private Life of Henry VIII,0024473,0,97,"Biography,Drama,History",7.0,5195.0,movie,"['Biography', 'Drama', 'History']"
1933,0,King Kong,0024216,0,100,"Adventure,Horror",7.9,94076.0,movie,"['Adventure', 'Horror']"
1933,3,Little Women,0024264,0,115,"Drama,Family,Romance",7.2,8313.0,movie,"['Drama', 'Family', 'Romance']"
1933,3,Alice in Wonderland,0023753,0,76,"Adventure,Family,Fantasy",6.3,2862.0,movie,"['Adventure', 'Family', 'Fantasy']"
1933,3,The Vampire Bat,0024727,0,65,"Drama,Horror,Mystery",5.8,3270.0,movie,"['Drama', 'Horror', 'Mystery']"
1933,3,42nd Street,0024034,0,89,"Comedy,Drama,Musical",7.3,13512.0,movie,"['Comedy', 'Drama', 'Musical']"
1933,3,Day of Reckoning,0023932,0,69,Drama,6.5,291.0,movie,['Drama']
1933,1,Duck Soup,0023969,0,69,"Comedy,Musical",7.7,64404.0,movie,"['Comedy', 'Musical']"
1933,3,Tomorrow at Seven,0024679,0,62,"Comedy,Crime,Drama",5.6,447.0,movie,"['Comedy', 'Crime', 'Drama']"
1933,3,Gold Diggers of 1933,0024069,0,97,"Comedy,Drama,Musical",7.7,9569.0,movie,"['Comedy', 'Drama', 'Musical']"
1933,3,Female,0024008,0,60,"Comedy,Drama,Romance",6.7,2023.0,movie,"['Comedy', 'Drama', 'Romance']"
1933,3,A Study in Scarlet,0024625,0,72,"Drama,Horror,Mystery",5.6,1307.0,movie,"['Drama', 'Horror', 'Mystery']"
1933,1,The Invisible Man,0024184,0,71,"Horror,Sci-Fi",7.6,42354.0,movie,"['Horror', 'Sci-Fi']"
1933,3,Baby Face,0023775,0,71,"Drama,Romance",7.5,8762.0,movie,"['Drama', 'Romance']"
1933,1,Design for Living,0023940,0,91,"Comedy,Mystery,Romance",7.4,8291.0,movie,"['Comedy', 'Mystery', 'Romance']"
1933,3,Cavalcade,0023876,0,112,"Drama,Romance,War",5.8,6376.0,movie,"['Drama', 'Romance', 'War']"
1933,1,The Kennel Murder Case,0024210,0,73,"Crime,Drama,Mystery",6.8,4401.0,movie,"['Crime', 'Drama', 'Mystery']"
1933,2,She Done Him Wrong,0024548,0,66,"Comedy,Drama,History",6.3,7427.0,movie,"['Comedy', 'Drama', 'History']"
1933,3,Sons of the Desert,0024601,0,68,"Comedy,Family",7.5,10087.0,movie,"['Comedy', 'Family']"
1934,3,It Happened One Night,0025316,0,105,"Comedy,Romance",8.1,117334.0,movie,"['Comedy', 'Romance']"
1934,1,The Cat's-Paw,0024961,0,102,Comedy,6.6,1434.0,movie,['Comedy']
1934,3,The Scarlet Empress,0025746,0,104,"Drama,History,Romance",7.5,7661.0,movie,"['Drama', 'History', 'Romance']"
1934,1,The Painted Veil,0025617,0,85,"Drama,Romance",6.5,1822.0,movie,"['Drama', 'Romance']"
1934,1,The Count of Monte Cristo,0025004,0,113,"Action,Adventure,Crime",7.4,3583.0,movie,"['Action', 'Adventure', 'Crime']"
1934,1,Cleopatra,0024991,0,100,"Biography,Drama,History",6.8,4989.0,movie,"['Biography', 'Drama', 'History']"
1934,1,Of Human Bondage,0025586,0,83,"Drama,Film-Noir,Romance",7.0,8851.0,movie,"['Drama', 'Film-Noir', 'Romance']"
1934,0,L'Atalante,0024844,0,89,"Drama,Romance",7.7,18234.0,movie,"['Drama', 'Romance']"
1934,0,The Lost Patrol,0025423,0,73,"Action,Adventure,Drama",6.8,3835.0,movie,"['Action', 'Adventure', 'Drama']"
1934,3,Spitfire,0025822,0,87,Drama,5.4,947.0,movie,['Drama']
1934,3,Maniac,0025465,0,51,"Horror,Sci-Fi",3.7,2837.0,movie,"['Horror', 'Sci-Fi']"
1934,3,Anne of Green Gables,0024831,0,78,"Comedy,Drama,Family",7.0,1529.0,movie,"['Comedy', 'Drama', 'Family']"
1934,2,Lost in the Stratosphere,0025424,0,64,"Action,Adventure,Comedy",4.2,145.0,movie,"['Action', 'Adventure', 'Comedy']"
1934,3,Search for Beauty,0025755,0,78,"Comedy,Crime,Romance",6.0,793.0,movie,"['Comedy', 'Crime', 'Romance']"
1934,3,Evelyn Prentice,0025091,0,79,"Drama,Mystery,Romance",6.9,1929.0,movie,"['Drama', 'Mystery', 'Romance']"
1934,3,The Man Who Knew Too Much,0025452,0,75,"Crime,Drama,Mystery",6.7,22657.0,movie,"['Crime', 'Drama', 'Mystery']"
1934,3,Imitation of Life,0025301,0,111,"Comedy,Drama,Romance",7.5,6024.0,movie,"['Comedy', 'Drama', 'Romance']"
1934,0,Mystery Liner,0025543,0,62,"Adventure,Mystery",4.7,559.0,movie,"['Adventure', 'Mystery']"
1934,3,It's a Gift,0025318,0,68,Comedy,7.1,5961.0,movie,['Comedy']
1935,2,Top Hat,0027125,0,101,"Comedy,Musical,Romance",7.7,21595.0,movie,"['Comedy', 'Musical', 'Romance']"
1935,3,The 39 Steps,0026029,0,86,"Crime,Mystery,Thriller",7.6,64378.0,movie,"['Crime', 'Mystery', 'Thriller']"
1935,2,Anna Karenina,0026071,0,95,"Drama,Romance",7.0,6017.0,movie,"['Drama', 'Romance']"
1935,1,Mutiny on the Bounty,0026752,0,132,"Adventure,Biography,Drama",7.6,25949.0,movie,"['Adventure', 'Biography', 'Drama']"
1935,3,Naughty Marietta,0026768,0,105,"Drama,Musical,Romance",6.5,1651.0,movie,"['Drama', 'Musical', 'Romance']"
1935,3,Roberta,0026942,0,106,"Comedy,Musical,Romance",7.0,3808.0,movie,"['Comedy', 'Musical', 'Romance']"
1935,3,Magnificent Obsession,0026667,0,112,"Drama,Romance",6.8,1214.0,movie,"['Drama', 'Romance']"
1935,1,A Night at the Opera,0026778,0,96,"Comedy,Music,Musical",7.8,35782.0,movie,"['Comedy', 'Music', 'Musical']"
1935,3,Bride of Frankenstein,0026138,0,75,"Drama,Horror,Sci-Fi",7.8,56153.0,movie,"['Drama', 'Horror', 'Sci-Fi']"
1935,2,The Lady in Scarlet,0026599,0,65,"Mystery,Romance",5.9,216.0,movie,"['Mystery', 'Romance']"
1935,2,The Riverside Murder,0026939,0,64,"Crime,Mystery",5.8,405.0,movie,"['Crime', 'Mystery']"
1935,2,Mad Love,0026663,0,68,"Horror,Romance,Sci-Fi",7.2,6220.0,movie,"['Horror', 'Romance', 'Sci-Fi']"
1936,1,Swing Time,0028333,0,103,"Comedy,Musical,Romance",7.4,15227.0,movie,"['Comedy', 'Musical', 'Romance']"
1936,0,Modern Times,0027977,0,87,"Comedy,Drama,Romance",8.5,275244.0,movie,"['Comedy', 'Drama', 'Romance']"
1936,1,The Charge of the Light Brigade,0027438,0,115,"Action,Adventure,Romance",7.0,5685.0,movie,"['Action', 'Adventure', 'Romance']"
1936,1,San Francisco,0028216,0,115,"Drama,Music,Romance",7.1,6424.0,movie,"['Drama', 'Music', 'Romance']"
1936,2,Wife vs. Secretary,0028505,0,88,"Comedy,Drama,Romance",7.0,4095.0,movie,"['Comedy', 'Drama', 'Romance']"
1936,3,The Petrified Forest,0028096,0,82,"Drama,Thriller",7.5,15624.0,movie,"['Drama', 'Thriller']"
1936,3,Mr. Deeds Goes to Town,0027996,0,115,"Comedy,Drama,Romance",7.8,24330.0,movie,"['Comedy', 'Drama', 'Romance']"
1936,3,Born to Dance,0027387,0,106,"Comedy,Musical,Romance",6.7,2067.0,movie,"['Comedy', 'Musical', 'Romance']"
1936,0,Revolt of the Zombies,0028174,0,65,"Adventure,Horror",3.4,1974.0,movie,"['Adventure', 'Horror']"
